Name,Age,Purchase Amount,Date,Time
Kathleen Pierce,64,26.64,02-07-2023,19:12:52
Amber Jarrett,42,51.99,02-07-2023,19:12:52
Joe Gurry,19,60.79,02-07-2023,19:12:52
Trista Hinerman,37,84.05,02-07-2023,19:12:52
Thelma Needham,39,43.97,02-07-2023,19:12:52
Harold Kachermeyer,25,82.69,02-07-2023,19:12:52
Janet West,42,37.82,02-07-2023,19:12:52
Opal Morales,36,68.01,02-07-2023,19:12:52
Elizabeth Pino,41,57.67,02-07-2023,19:12:52
Stephen Mills,51,23.01,02-07-2023,19:12:52
Elizabeth Foster,60,49.73,02-07-2023,19:12:52
Miguel Hackathorn,39,51.63,02-07-2023,19:12:52
Harold John,35,59.38,02-07-2023,19:12:52
Julia Chacko,65,73.95,02-07-2023,19:12:52
Lillian Ramerez,26,29.87,02-07-2023,19:12:52
Guy Rann,61,75.09,02-07-2023,19:12:52
Theresa Veltman,46,99.41,02-07-2023,19:12:52
Marion Plotner,65,54.87,02-07-2023,19:12:52
Billy Pfaff,55,58.09,02-07-2023,19:12:52
Monica Hughes,60,97.53,02-07-2023,19:12:52
Heather Davis,38,44.85,02-07-2023,19:12:52
Carla Cornett,33,76.33,02-07-2023,19:12:52
Rosetta Klingensmith,41,57.0,02-07-2023,19:12:52
Matthew Cole,33,95.47,02-07-2023,19:12:52
Ariane Cunningham,29,91.8,02-07-2023,19:12:52
Blanche Turman,30,72.57,02-07-2023,19:12:52
Carlos Sumbry,21,53.77,02-07-2023,19:12:52
Sara Haynes,63,98.11,02-07-2023,19:12:52
Peter Warren,35,98.29,02-07-2023,19:12:52
Travis Sine,20,46.76,02-07-2023,19:12:52
Karen Nicholson,27,42.3,02-07-2023,19:12:52
Dorothy Andueza,35,29.41,02-07-2023,19:12:52
Matthew Daniels,36,91.61,02-07-2023,19:12:52
Juan Moore,64,57.62,02-07-2023,19:12:52
Latoya Morales,25,94.05,02-07-2023,19:12:52
Bryan Brooks,57,42.59,02-07-2023,19:12:52
Pearl Rooney,63,60.01,02-07-2023,19:12:52
Calvin Schroeder,21,75.71,02-07-2023,19:12:52
Milton Bishop,47,62.64,02-07-2023,19:12:52
Gary Brown,55,21.57,02-07-2023,19:12:52
Whitney Howard,46,27.54,02-07-2023,19:12:52
Emmanuel Rodriguez,18,61.34,02-07-2023,19:12:52
Peter Winters,38,56.01,02-07-2023,19:12:52
Belle Fink,65,91.26,02-07-2023,19:12:52
Brenda Cunningham,60,94.13,02-07-2023,19:12:52
Jay Hicks,43,60.99,02-07-2023,19:12:52
Edward Florence,35,42.76,02-07-2023,19:12:52
Jennifer Asher,45,86.98,02-07-2023,19:12:52
Kristie Darden,56,56.62,02-07-2023,19:12:52
Beulah Wilson,63,87.57,02-07-2023,19:12:52
Jay Wilson,31,46.49,02-07-2023,19:12:52
Jason Rogers,25,66.29,02-07-2023,19:12:52
Lurlene Sanchez,29,73.3,02-07-2023,19:12:52
Bertha Heft,30,81.76,02-07-2023,19:12:52
Christy Johnson,55,94.92,02-07-2023,19:12:52
Julie Sparrow,33,38.06,02-07-2023,19:12:52
Beatriz Conley,62,25.01,02-07-2023,19:12:52
Joan Bates,24,29.34,02-07-2023,19:12:52
Amy Rogers,47,42.46,02-07-2023,19:12:52
William Reece,59,52.43,02-07-2023,19:12:52
Ellen Watson,27,73.13,02-07-2023,19:12:52
Elena Diffey,18,56.14,02-07-2023,19:12:52
Jessica Hudgins,57,24.58,02-07-2023,19:12:52
Brenda Brown,63,33.69,02-07-2023,19:12:52
Douglas Gagne,24,24.26,02-07-2023,19:12:52
James Pearson,38,99.96,02-07-2023,19:12:52
Helen May,20,70.51,02-07-2023,19:12:52
Laverne Rodriguez,29,70.83,02-07-2023,19:12:52
Deborah Conley,62,57.59,02-07-2023,19:12:52
Christopher Tapia,43,57.95,02-07-2023,19:12:52
Everett Cook,32,45.81,02-07-2023,19:12:52
Valerie Quick,28,54.39,02-07-2023,19:12:52
Charles Aylesworth,28,66.84,02-07-2023,19:12:52
Juana Riley,55,23.64,02-07-2023,19:12:52
Kerry Slade,36,35.56,02-07-2023,19:12:52
Donna Snyder,40,89.37,02-07-2023,19:12:52
Joseph Espinoza,49,65.27,02-07-2023,19:12:52
Michael Hawkins,35,92.39,02-07-2023,19:12:52
Esperanza Martin,64,75.97,02-07-2023,19:12:52
Margaret Diaz,59,70.24,02-07-2023,19:12:52
Flora Little,37,39.33,02-07-2023,19:12:52
Thomas Hildebrant,37,73.62,02-07-2023,19:12:52
Diana Halford,53,83.64,02-07-2023,19:12:52
Milton Valente,59,57.3,02-07-2023,19:12:52
Scott Jewels,58,84.02,02-07-2023,19:12:52
Charles Levine,38,40.71,02-07-2023,19:12:52
Albert Kozlowski,33,57.29,02-07-2023,19:12:52
Michelle Francois,34,72.86,02-07-2023,19:12:52
Christopher Williams,33,54.98,02-07-2023,19:12:52
Felix Judd,60,83.34,02-07-2023,19:12:52
Carey Carter,45,77.85,02-07-2023,19:12:52
Patricia Kenyon,34,35.0,02-07-2023,19:12:52
John Sullivan,56,47.78,02-07-2023,19:12:52
Sharon Smith,33,99.51,02-07-2023,19:12:52
Randy Baldwin,29,82.96,02-07-2023,19:12:52
Linda Reed,31,25.95,02-07-2023,19:12:52
Mike Pinneo,58,32.48,02-07-2023,19:12:52
Frank Cower,26,22.31,02-07-2023,19:12:52
Kellie Hazzard,57,77.96,02-07-2023,19:12:52
Thanh Ware,59,34.09,02-07-2023,19:12:52
Luis Durfee,56,52.44,02-07-2023,19:12:52
Joseph Mees,35,72.73,02-07-2023,19:12:52
James Casas,19,31.52,02-07-2023,19:12:52
Terra Wiggin,58,38.12,02-07-2023,19:12:52
David Myrick,56,27.28,02-07-2023,19:12:52
Pamela Fortier,43,58.97,02-07-2023,19:12:52
David Melnick,28,76.9,02-07-2023,19:12:52
Larry Utley,28,82.52,02-07-2023,19:12:52
Kim Gonzalez,44,55.88,02-07-2023,19:12:52
Thomas Aylesworth,32,43.07,02-07-2023,19:12:52
Anthony Avina,18,38.57,02-07-2023,19:12:52
Laura Allen,45,21.4,02-07-2023,19:12:52
Joan Gilbert,34,87.9,02-07-2023,19:12:52
Christina West,45,45.36,02-07-2023,19:12:52
Kevin Neyhart,24,56.85,02-07-2023,19:12:52
Lisa Russo,46,51.25,02-07-2023,19:12:52
Katie Rouse,65,72.75,02-07-2023,19:12:52
Gloria Moore,43,94.6,02-07-2023,19:12:52
Jason Stout,23,84.67,02-07-2023,19:12:52
Henry Yamada,25,36.07,02-07-2023,19:12:52
Marcia Gunter,65,88.43,02-07-2023,19:12:52
Rhoda Murphy,58,91.58,02-07-2023,19:12:52
Michael Zhu,34,36.48,02-07-2023,19:12:52
Jerald Yoder,60,82.55,02-07-2023,19:12:52
Lynn Thomas,22,88.36,02-07-2023,19:12:52
Elmer Brown,46,93.41,02-07-2023,19:12:52
Tiffany Marthe,62,58.67,02-07-2023,19:12:52
John Miller,27,20.85,02-07-2023,19:12:52
Claude Pontillo,61,81.38,02-07-2023,19:12:52
Kenneth Torres,42,74.82,02-07-2023,19:12:52
Nora Barnett,47,91.45,02-07-2023,19:12:52
Michael Salinas,31,84.83,02-07-2023,19:12:52
Lonnie Lindhorst,20,89.75,02-07-2023,19:12:52
Clora Ramirez,45,20.54,02-07-2023,19:12:52
Amanda Sloan,26,78.31,02-07-2023,19:12:52
Laura Makris,61,26.8,02-07-2023,19:12:52
Michael Gooch,52,33.67,02-07-2023,19:12:52
Ruby Menzel,35,89.09,02-07-2023,19:12:52
Christopher Dery,57,72.67,02-07-2023,19:12:52
Monica Tam,22,71.53,02-07-2023,19:12:52
Paula Jones,38,88.46,02-07-2023,19:12:52
Daniel Anderson,57,51.13,02-07-2023,19:12:52
William Bassler,45,32.79,02-07-2023,19:12:52
Mary Nemith,60,26.49,02-07-2023,19:12:52
Ella Gaffey,25,36.78,02-07-2023,19:12:52
Elvira Lopez,45,75.39,02-07-2023,19:12:52
Russell Wilson,34,36.76,02-07-2023,19:12:52
Richard Child,49,69.17,02-07-2023,19:12:52
Chester Topper,34,93.12,02-07-2023,19:12:52
Marion Maloney,44,57.26,02-07-2023,19:12:52
Linda Padilla,60,88.98,02-07-2023,19:12:52
Phyllis Cloutier,27,63.83,02-07-2023,19:12:52
Avril Smith,25,75.04,02-07-2023,19:12:52
Cortney Palmer,25,55.8,02-07-2023,19:12:52
Ruth Bennett,61,85.78,02-07-2023,19:12:52
Katrina Stewart,55,62.71,02-07-2023,19:12:52
Roland Hammers,23,26.93,02-07-2023,19:12:52
Velva Daly,19,40.96,02-07-2023,19:12:52
Marie Diamond,30,79.65,02-07-2023,19:12:52
Dolores Joy,29,99.15,02-07-2023,19:12:52
Karen Mims,60,30.01,02-07-2023,19:12:52
Billy Scott,53,61.71,02-07-2023,19:12:52
Hulda Bartolomeo,51,20.52,02-07-2023,19:12:52
Nora Inman,41,40.79,02-07-2023,19:12:52
Paula Brown,59,20.99,02-07-2023,19:12:52
Jacob Seipp,47,21.51,02-07-2023,19:12:52
Sylvester West,43,67.99,02-07-2023,19:12:52
Steven Snow,41,31.43,02-07-2023,19:12:52
Wm Waters,60,29.24,02-07-2023,19:12:52
James Smith,23,41.89,02-07-2023,19:12:52
Kenneth Perkins,23,95.91,02-07-2023,19:12:52
Harold Lockhart,27,85.41,02-07-2023,19:12:52
Michael Meyers,62,82.7,02-07-2023,19:12:52
Amy Bullock,61,67.73,02-07-2023,19:12:52
Edith Alexander,42,48.25,02-07-2023,19:12:52
Cuc Mitchell,46,23.97,02-07-2023,19:12:52
Irving Lusk,30,31.04,02-07-2023,19:12:52
Earl Robinette,26,71.23,02-07-2023,19:12:52
Jose Bryan,32,54.98,02-07-2023,19:12:52
Nancy Butcher,50,67.72,02-07-2023,19:12:52
Julian Martinez,59,45.49,02-07-2023,19:12:53
Terry Kym,42,27.77,02-07-2023,19:12:53
Stephanie Christopher,48,69.78,02-07-2023,19:12:53
Nancy Anderson,41,42.3,02-07-2023,19:12:53
Patricia Markrof,29,76.34,02-07-2023,19:12:53
Vaughn Farrish,29,25.12,02-07-2023,19:12:53
Marjorie Carroll,35,27.06,02-07-2023,19:12:53
Sharon Dean,31,77.89,02-07-2023,19:12:53
Edna Pound,43,48.02,02-07-2023,19:12:53
Kelvin King,48,66.73,02-07-2023,19:12:53
James Shipley,64,70.39,02-07-2023,19:12:53
Susanne Blue,36,87.03,02-07-2023,19:12:53
Anne Rowell,43,26.74,02-07-2023,19:12:53
Vanessa Chessman,60,86.11,02-07-2023,19:12:53
Daniel Saunders,41,64.13,02-07-2023,19:12:53
Christine Carmody,45,91.79,02-07-2023,19:12:53
Lacy Monteith,63,90.26,02-07-2023,19:12:53
Donald Mcgowan,64,36.47,02-07-2023,19:12:53
Angela Anderson,49,80.81,02-07-2023,19:12:53
Amy Warren,34,25.83,02-07-2023,19:12:53
Milton Mcgowan,25,23.46,02-07-2023,19:12:53
Matthew Chesterfield,29,47.6,02-07-2023,19:12:53
Stella Smith,45,65.39,02-07-2023,19:12:53
Freddie Philips,43,83.77,02-07-2023,19:12:53
Deanna Godwin,34,98.17,02-07-2023,19:12:53
Brian Baker,43,60.0,02-07-2023,19:12:53
Johnnie Luce,43,90.53,02-07-2023,19:12:53
Levi Flores,34,96.23,02-07-2023,19:12:53
James Hall,22,35.16,02-07-2023,19:12:53
Melissa Schwartz,62,69.69,02-07-2023,19:12:53
Philip Blankenship,58,20.24,02-07-2023,19:12:53
Judy Richards,39,77.24,02-07-2023,19:12:53
Myrtle Higgs,47,62.82,02-07-2023,19:12:53
Dennis Tindell,63,74.18,02-07-2023,19:12:53
Pattie Gambone,59,94.3,02-07-2023,19:12:53
Teddy Holmes,28,97.69,02-07-2023,19:12:53
Bobby Mathwich,29,47.37,02-07-2023,19:12:53
Josephine Wimberly,46,38.5,02-07-2023,19:12:53
Phyllis Haynie,21,86.77,02-07-2023,19:12:53
Nathaniel Poore,30,88.02,02-07-2023,19:12:53
Diane Lacroix,43,39.21,02-07-2023,19:12:53
Joann Giles,33,26.2,02-07-2023,19:12:53
Katherine Webster,50,93.32,02-07-2023,19:12:53
Luther Maxwell,26,26.07,02-07-2023,19:12:53
Jerry Mares,39,24.92,02-07-2023,19:12:53
Margaret Million,49,55.55,02-07-2023,19:12:53
Robert Moldenhauer,60,94.91,02-07-2023,19:12:53
Timothy Fox,31,96.29,02-07-2023,19:12:53
Virginia Hernandez,63,50.35,02-07-2023,19:12:53
Megan Adkisson,34,83.93,02-07-2023,19:12:53
Luke George,50,47.95,02-07-2023,19:12:53
Zoraida Robinson,34,47.1,02-07-2023,19:12:53
Diane Worthing,65,33.46,02-07-2023,19:12:53
Charles Leblanc,37,91.57,02-07-2023,19:12:53
Kisha Smith,54,80.58,02-07-2023,19:12:53
Doyle Cundiff,32,94.73,02-07-2023,19:12:53
Anthony Torres,44,71.14,02-07-2023,19:12:53
Stewart Keen,47,83.93,02-07-2023,19:12:53
Anna Fielder,56,35.07,02-07-2023,19:12:53
Eddie Dibari,38,71.98,02-07-2023,19:12:53
Mary Porter,63,76.39,02-07-2023,19:12:53
Thomas Gill,28,51.08,02-07-2023,19:12:53
Alyssa Sheffield,34,30.93,02-07-2023,19:12:53
Warren Perry,23,68.86,02-07-2023,19:12:53
Luis Anderson,40,87.34,02-07-2023,19:12:53
James Bloxom,39,81.21,02-07-2023,19:12:53
Jason Tapia,39,20.02,02-07-2023,19:12:53
Ramon Farmer,59,62.92,02-07-2023,19:12:53
Jessie Hill,53,93.86,02-07-2023,19:12:53
Adela Jandres,45,20.73,02-07-2023,19:12:53
Charlie Hernandez,55,65.87,02-07-2023,19:12:53
Christina Skipper,55,91.98,02-07-2023,19:12:53
Elizabeth Garnett,43,73.08,02-07-2023,19:12:53
Cheryl Pena,37,77.7,02-07-2023,19:12:53
Deborah Lawson,64,47.44,02-07-2023,19:12:53
Jeffery Nichols,28,55.79,02-07-2023,19:12:53
Charles Harrod,58,33.16,02-07-2023,19:12:53
William Hendrickson,63,36.97,02-07-2023,19:12:53
Doris Eicher,30,66.54,02-07-2023,19:12:53
Raymond Welsh,41,22.97,02-07-2023,19:12:53
Lee Allen,33,98.87,02-07-2023,19:12:53
Patrick Dumais,40,83.81,02-07-2023,19:12:53
Natalie Bauman,48,47.26,02-07-2023,19:12:53
Mark Williams,59,99.43,02-07-2023,19:12:53
Adam Sanchez,63,83.68,02-07-2023,19:12:53
Cherie Hough,48,87.82,02-07-2023,19:12:53
Lyndsey Olivarez,21,49.56,02-07-2023,19:12:53
Robert Byrd,37,35.11,02-07-2023,19:12:53
Margarita Taylor,28,71.91,02-07-2023,19:12:53
Curtis Johnson,19,79.03,02-07-2023,19:12:53
Derek Melton,36,47.12,02-07-2023,19:12:53
Larry Smith,29,23.7,02-07-2023,19:12:53
Bradley Sutton,53,20.56,02-07-2023,19:12:53
James Gonzalez,36,81.38,02-07-2023,19:12:53
Gerald Natividad,28,23.36,02-07-2023,19:12:53
Chad Brown,35,58.03,02-07-2023,19:12:53
Lester Rodriguez,45,59.58,02-07-2023,19:12:53
Jane Sanders,52,66.86,02-07-2023,19:12:53
Tommy Zent,30,51.12,02-07-2023,19:12:53
Ramona Lane,38,35.6,02-07-2023,19:12:53
Jeffrey Monroy,24,43.72,02-07-2023,19:12:53
Lance Walsh,20,43.18,02-07-2023,19:12:53
Cecil Sherman,62,80.22,02-07-2023,19:12:53
Elouise Griffin,62,30.37,02-07-2023,19:12:53
Danny Shah,24,50.86,02-07-2023,19:12:53
Juan Cooper,30,72.9,02-07-2023,19:12:53
Ronnie Bystron,44,77.23,02-07-2023,19:12:53
Loretta Green,65,46.49,02-07-2023,19:12:53
Stephen Stebbins,50,44.86,02-07-2023,19:12:53
Barbara Hubbard,31,98.76,02-07-2023,19:12:53
Margaret Doss,31,27.94,02-07-2023,19:12:53
David Darrow,48,88.45,02-07-2023,19:12:53
Kenneth Duran,53,52.8,02-07-2023,19:12:53
Jeffery Petrik,43,25.02,02-07-2023,19:12:53
Lonnie Coleman,62,67.16,02-07-2023,19:12:53
Corey May,31,55.41,02-07-2023,19:12:53
Anthony Lisonbee,52,58.52,02-07-2023,19:12:53
Evelyn Kim,42,88.24,02-07-2023,19:12:53
Henry Enriguez,45,72.01,02-07-2023,19:12:53
Will Crow,31,86.08,02-07-2023,19:12:53
Arthur Knotts,41,39.94,02-07-2023,19:12:53
Raymond Currence,37,86.04,02-07-2023,19:12:53
John Fernandes,36,30.45,02-07-2023,19:12:53
Amber Huffman,38,41.46,02-07-2023,19:12:53
Ronald Heaberlin,53,59.87,02-07-2023,19:12:53
Christiana Laney,39,72.14,02-07-2023,19:12:53
Kevin Neal,19,58.78,02-07-2023,19:12:53
Katie Jenkins,56,90.8,02-07-2023,19:12:53
Opal Snowden,28,59.06,02-07-2023,19:12:53
John Young,38,28.53,02-07-2023,19:12:53
Rachel White,46,65.02,02-07-2023,19:12:53
Eugene Haggett,27,92.98,02-07-2023,19:12:53
Lucy Davis,40,40.21,02-07-2023,19:12:53
Helen Marcus,26,44.33,02-07-2023,19:12:53
Edward Morales,56,57.44,02-07-2023,19:12:53
Harold Castillo,59,83.48,02-07-2023,19:12:53
Jason Durbin,26,86.2,02-07-2023,19:12:53
Sarah Bueno,45,85.06,02-07-2023,19:12:53
Louise Sylvester,39,85.5,02-07-2023,19:12:53
Brenda Lopez,36,57.59,02-07-2023,19:12:53
Rodney Winks,56,77.22,02-07-2023,19:12:53
Hannah Lutz,47,77.51,02-07-2023,19:12:53
Clayton Reinschmidt,20,49.84,02-07-2023,19:12:53
Edwin Williams,53,24.05,02-07-2023,19:12:53
Daniel Falk,62,35.82,02-07-2023,19:12:53
Kenneth Dore,43,96.8,02-07-2023,19:12:53
Orville Brewer,18,42.37,02-07-2023,19:12:53
Salvador Anderson,27,37.64,02-07-2023,19:12:53
Alyssa Alexander,60,92.35,02-07-2023,19:12:53
Ronald Barnes,39,59.22,02-07-2023,19:12:53
Matthew Pritchard,62,65.81,02-07-2023,19:12:53
Julia Jenkins,34,47.99,02-07-2023,19:12:53
Donna Knudson,27,45.23,02-07-2023,19:12:53
David Paulsen,57,49.27,02-07-2023,19:12:53
Michael Mccullough,27,36.04,02-07-2023,19:12:53
Rita Ortiz,42,93.11,02-07-2023,19:12:53
Rupert Griffin,20,50.3,02-07-2023,19:12:53
Allyson Parker,31,92.74,02-07-2023,19:12:53
Danny Johnson,35,88.25,02-07-2023,19:12:53
Tim Upshur,57,91.66,02-07-2023,19:12:53
Pamela Smith,22,99.53,02-07-2023,19:12:53
Rachel Hart,38,50.56,02-07-2023,19:12:53
Mario Reyes,31,90.37,02-07-2023,19:12:53
Terry Anderson,33,52.25,02-07-2023,19:12:53
Gilbert Rogers,59,52.95,02-07-2023,19:12:53
Frances Wilson,19,40.57,02-07-2023,19:12:53
Christina Pina,53,86.78,02-07-2023,19:12:53
Delphine Hinz,24,73.7,02-07-2023,19:12:53
Margaret Rushing,55,79.23,02-07-2023,19:12:53
Edward Boucher,52,57.9,02-07-2023,19:12:53
Frank Mccloskey,26,32.32,02-07-2023,19:12:53
Suzette Schulte,50,27.87,02-07-2023,19:12:53
Aimee Fontenot,29,30.54,02-07-2023,19:12:53
Christina Duboise,56,64.7,02-07-2023,19:12:53
Lillie Graves,19,73.09,02-07-2023,19:12:53
Aubrey Grant,43,53.22,02-07-2023,19:12:53
Roger Peel,47,40.99,02-07-2023,19:12:53
Julio Lasher,36,79.19,02-07-2023,19:12:53
Cathleen Oconnor,44,89.22,02-07-2023,19:12:53
Brenda Haight,46,37.01,02-07-2023,19:12:53
Lori Quiggle,29,25.39,02-07-2023,19:12:53
Samantha Daugherty,52,30.52,02-07-2023,19:12:53
Carl Sauvageau,47,50.35,02-07-2023,19:12:53
Ernest Herring,53,62.65,02-07-2023,19:12:53
William Brickey,20,58.19,02-07-2023,19:12:53
Cynthia Talley,21,67.27,02-07-2023,19:12:53
Wayne Jones,20,71.86,02-07-2023,19:12:53
Charles Immediato,53,93.14,02-07-2023,19:12:53
Ronald Curry,40,72.93,02-07-2023,19:12:53
Kenneth Schwarz,33,73.12,02-07-2023,19:12:53
Martin Stone,53,34.12,02-07-2023,19:12:53
Michael Mills,54,41.96,02-07-2023,19:12:53
Jerry Christian,39,97.77,02-07-2023,19:12:53
Milton Byrd,65,83.41,02-07-2023,19:12:53
Terry Affagato,58,88.45,02-07-2023,19:12:53
Joseph Barnhill,45,40.1,02-07-2023,19:12:53
Esther Harrison,28,42.01,02-07-2023,19:12:53
Freddie Smith,48,79.51,02-07-2023,19:12:53
Judith Mercer,60,58.33,02-07-2023,19:12:53
Steven Fairbanks,51,63.29,02-07-2023,19:12:53
Barbara Jones,41,40.26,02-07-2023,19:12:53
Danny Sammarco,18,52.42,02-07-2023,19:12:53
Donald Kuns,26,65.91,02-07-2023,19:12:53
Chad Marble,48,53.54,02-07-2023,19:12:53
Tracey Musser,41,74.66,02-07-2023,19:12:53
Robert Allen,43,36.34,02-07-2023,19:12:53
Cornelia Griffin,42,88.07,02-07-2023,19:12:53
Richard Rea,45,83.61,02-07-2023,19:12:53
Lois Day,45,62.33,02-07-2023,19:12:53
David Thompson,26,61.42,02-07-2023,19:12:53
Sharon Hiemstra,44,29.18,02-07-2023,19:12:53
Mark Schwartz,21,37.01,02-07-2023,19:12:53
Richard Hoban,65,88.56,02-07-2023,19:12:53
Anna Garcia,44,70.26,02-07-2023,19:12:53
Charles Harding,29,46.81,02-07-2023,19:12:53
Dawn Robertson,20,30.81,02-07-2023,19:12:53
Steven Lucas,58,68.14,02-07-2023,19:12:53
Thomas Wilson,42,93.09,02-07-2023,19:12:53
Charlie Williams,21,77.56,02-07-2023,19:12:53
Mark Langlois,26,53.28,02-07-2023,19:12:53
Laura White,47,56.24,02-07-2023,19:12:53
Jason Wilson,56,46.69,02-07-2023,19:12:53
Lee Sheriff,32,46.48,02-07-2023,19:12:53
Richard Gallardo,65,52.76,02-07-2023,19:12:53
Marilyn Parnell,25,48.43,02-07-2023,19:12:53
Kimberly Emery,57,61.71,02-07-2023,19:12:53
Bobby Alley,47,84.21,02-07-2023,19:12:53
Susan Witters,29,32.58,02-07-2023,19:12:53
Erin Murry,42,92.4,02-07-2023,19:12:53
Donald Boggess,38,40.0,02-07-2023,19:12:53
Peggy Cloyd,34,68.95,02-07-2023,19:12:53
Ramon Ogden,65,98.83,02-07-2023,19:12:53
James Moses,50,77.19,02-07-2023,19:12:53
Lydia Medlin,56,59.8,02-07-2023,19:12:53
Derrick Mitchell,62,32.44,02-07-2023,19:12:53
Theodore Jarecki,18,32.46,02-07-2023,19:12:53
Margaret Hebert,25,81.93,02-07-2023,19:12:53
Joanne Holmes,19,36.52,02-07-2023,19:12:53
Jeffrey Willson,35,98.23,02-07-2023,19:12:53
Carl Sanchez,30,36.57,02-07-2023,19:12:53
Doris Stearns,60,86.24,02-07-2023,19:12:53
Irene Johnson,29,23.1,02-07-2023,19:12:53
Albert Offield,61,86.48,02-07-2023,19:12:53
James Moore,33,20.96,02-07-2023,19:12:53
David Bova,31,64.07,02-07-2023,19:12:53
Regina Cluck,25,92.8,02-07-2023,19:12:53
Andrew Decker,23,95.73,02-07-2023,19:12:53
Jordan Bratchett,19,69.35,02-07-2023,19:12:53
Bernice Felder,44,73.82,02-07-2023,19:12:53
Beau Stansell,21,41.76,02-07-2023,19:12:53
Kenneth Mcdonald,33,26.45,02-07-2023,19:12:53
Johnny Cloninger,19,79.75,02-07-2023,19:12:53
Anna Kercheval,57,37.83,02-07-2023,19:12:53
Steven Blair,18,28.34,02-07-2023,19:12:53
Hayden Harrison,62,80.54,02-07-2023,19:12:53
Joseph Payton,44,83.9,02-07-2023,19:12:53
Caroline Milner,45,43.42,02-07-2023,19:12:53
Maura Morgan,65,32.09,02-07-2023,19:12:53
Joshua Murphy,46,49.37,02-07-2023,19:12:53
Kimberly Couture,63,94.96,02-07-2023,19:12:53
Allen Hubbard,39,54.8,02-07-2023,19:12:53
William Palmer,19,50.64,02-07-2023,19:12:53
Bonnie Arnold,38,40.89,02-07-2023,19:12:53
Mary Newkirk,21,93.56,02-07-2023,19:12:53
Jane Hughes,45,65.17,02-07-2023,19:12:53
Kristina Barnum,63,37.58,02-07-2023,19:12:53
Loretta Mayhall,23,79.76,02-07-2023,19:12:53
Nancy Pinkston,36,58.99,02-07-2023,19:12:53
Donna Strahm,60,56.54,02-07-2023,19:12:53
Harry Glazier,63,43.04,02-07-2023,19:12:53
Kevin Howard,27,85.12,02-07-2023,19:12:53
Candace Shin,57,46.08,02-07-2023,19:12:53
Luis Kenney,34,42.17,02-07-2023,19:12:53
Marie Shedd,55,47.96,02-07-2023,19:12:53
Cheryl Moore,58,89.26,02-07-2023,19:12:53
Jamie Channel,26,81.17,02-07-2023,19:12:53
Melissia Trout,36,30.14,02-07-2023,19:12:53
Ofelia Cox,52,91.27,02-07-2023,19:12:53
Terry Summitt,18,51.55,02-07-2023,19:12:53
Jason Smith,58,74.71,02-07-2023,19:12:53
Micheal Whittaker,35,63.51,02-07-2023,19:12:53
Martin Garceau,26,63.11,02-07-2023,19:12:53
Cynthia Spritzer,43,40.88,02-07-2023,19:12:53
Ruthe Sparks,29,33.82,02-07-2023,19:12:53
Minnie Worstell,54,22.14,02-07-2023,19:12:54
Lillian Woods,23,77.32,02-07-2023,19:12:54
Donna Purnell,62,72.92,02-07-2023,19:12:54
Michael Tucker,33,88.85,02-07-2023,19:12:54
Monica Jimenez,63,20.55,02-07-2023,19:12:54
Mark Casella,55,75.69,02-07-2023,19:12:54
Mattie Ferrell,34,52.26,02-07-2023,19:12:54
Clifford Mason,37,33.29,02-07-2023,19:12:54
Jeanette Potolsky,54,77.15,02-07-2023,19:12:54
Julie Parker,37,63.63,02-07-2023,19:12:54
Linsey Derby,61,66.29,02-07-2023,19:12:54
Richard Brown,53,88.87,02-07-2023,19:12:54
Robert Marino,30,79.91,02-07-2023,19:12:54
Otto Burke,56,90.55,02-07-2023,19:12:54
Nancy Putney,53,63.61,02-07-2023,19:12:54
Ronnie Whittenbeck,43,61.6,02-07-2023,19:12:54
Jacob Gallagher,53,78.94,02-07-2023,19:12:54
Brian Thomson,44,36.1,02-07-2023,19:12:54
Gordon Mcevoy,30,36.62,02-07-2023,19:12:54
Ronald Foster,58,26.58,02-07-2023,19:12:54
Bonnie Lopez,27,47.77,02-07-2023,19:12:54
Connie Potter,63,57.94,02-07-2023,19:12:54
Carl Goodness,28,58.06,02-07-2023,19:12:54
Phillip Whitehead,23,35.73,02-07-2023,19:12:54
Shamika Miranda,43,68.34,02-07-2023,19:12:54
Ashley Gonzalez,62,45.97,02-07-2023,19:12:54
Michael Toone,58,80.08,02-07-2023,19:12:54
Theresa Cross,62,39.53,02-07-2023,19:12:54
Robert Wilson,22,37.52,02-07-2023,19:12:54
Louis Johnson,49,28.29,02-07-2023,19:12:54
Joanne Herrera,55,38.81,02-07-2023,19:12:54
Melba Poole,51,31.11,02-07-2023,19:12:54
Leonard Cruz,44,64.5,02-07-2023,19:12:54
Stanley Dunn,35,25.42,02-07-2023,19:12:54
Mark Andreasen,50,45.63,02-07-2023,19:12:54
Andrew Surgeon,64,70.78,02-07-2023,19:12:54
Joshua Millner,34,41.12,02-07-2023,19:12:54
Bennie Egleston,40,22.39,02-07-2023,19:12:54
Arnold Dagostino,64,85.49,02-07-2023,19:12:54
Doyle Young,50,79.85,02-07-2023,19:12:54
Bobby Green,52,82.84,02-07-2023,19:12:54
Mary Roberrtson,60,78.51,02-07-2023,19:12:54
Alan Ledbetter,25,85.39,02-07-2023,19:12:54
Kenneth Maynard,39,79.67,02-07-2023,19:12:54
Thomas Raynor,44,75.64,02-07-2023,19:12:54
Phyllis King,57,84.54,02-07-2023,19:12:54
